num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,policy_reward_min/attacker,policy_reward_min/defender,policy_reward_max/attacker,policy_reward_max/defender,policy_reward_mean/attacker,policy_reward_mean/defender,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_attacker_reward,hist_stats/policy_defender_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/training_iteration_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/policy_reward_min/attacker,sampler_results/policy_reward_min/defender,sampler_results/policy_reward_max/attacker,sampler_results/policy_reward_max/defender,sampler_results/policy_reward_mean/attacker,sampler_results/policy_reward_mean/defender,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/hist_stats/policy_attacker_reward,sampler_results/hist_stats/policy_defender_reward,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,info/learner/attacker/learner_stats/cur_kl_coeff,info/learner/attacker/learner_stats/cur_lr,info/learner/attacker/learner_stats/total_loss,info/learner/attacker/learner_stats/policy_loss,info/learner/attacker/learner_stats/vf_loss,info/learner/attacker/learner_stats/vf_explained_var,info/learner/attacker/learner_stats/kl,info/learner/attacker/learner_stats/entropy,info/learner/attacker/learner_stats/entropy_coeff,info/learner/defender/learner_stats/cur_kl_coeff,info/learner/defender/learner_stats/cur_lr,info/learner/defender/learner_stats/total_loss,info/learner/defender/learner_stats/policy_loss,info/learner/defender/learner_stats/vf_loss,info/learner/defender/learner_stats/vf_explained_var,info/learner/defender/learner_stats/kl,info/learner/defender/learner_stats/entropy,info/learner/defender/learner_stats/entropy_coeff
0,-6030.166666666665,-17751.633333333317,-10468.809523809523,308.37142857142857,35,0,7,10793,10793,10793,10793,10793,10793,10793,10793,10793,False,35,1,6eff7_00000,4125065661b9483ebfb5d1c87853462a,2022-08-31_14-00-08,1661929208,30.581342935562134,30.581342935562134,214000,DESKTOP-RN7BOBD,127.0.0.1,30.581342935562134,0,1,14.12092900276184,10793,10793,10793,10793,-6030.166666666665,-17751.633333333317,-10468.809523809523,308.37142857142857,35,0,-17608.633333333328,-1528.2000000000014,-6035.099999999998,319.4999999999999,-10266.54952380952,-202.26000000000005,"[-9665.733333333337, -6864.933333333337, -11609.466666666667, -13907.566666666658, -11760.433333333325, -7491.699999999997, -10339.766666666683, -12089.199999999999, -10975.466666666689, -6030.166666666665, -9445.966666666662, -9028.599999999993, -8168.666666666666, -12524.499999999989, -10763.166666666679, -17751.633333333317, -10811.999999999985, -12572.36666666668, -7272.033333333326, -8475.93333333333, -12910.366666666672, -11059.966666666638, -9180.833333333332, -12499.099999999993, -12581.599999999986, -13062.033333333335, -8480.53333333334, -12383.499999999996, -9315.833333333327, -8002.866666666666, -11517.60000000002, -12919.966666666638, -8568.000000000002, -6149.199999999996, -10227.633333333342]","[320, 308, 316, 291, 330, 290, 301, 320, 338, 277, 328, 265, 296, 309, 278, 357, 341, 347, 286, 252, 322, 293, 301, 323, 350, 337, 285, 311, 325, 272, 316, 311, 320, 264, 313]","[-9450.43333333333, -7018.933333333335, -11553.16666666667, -13558.466666666682, -10232.233333333319, -7811.199999999996, -10170.966666666678, -12015.600000000002, -10631.166666666677, -6100.966666666663, -8983.866666666674, -8968.499999999996, -8446.466666666664, -12110.399999999987, -10514.466666666669, -17608.633333333328, -10583.79999999998, -12193.966666666665, -6768.833333333331, -8561.73333333333, -12646.366666666672, -10899.866666666658, -9338.433333333332, -12223.3, -12377.299999999983, -12873.333333333325, -8094.133333333333, -12201.999999999993, -9160.933333333323, -8002.566666666667, -11277.10000000001, -12388.96666666664, -8613.200000000003, -6035.099999999998, -9912.833333333338]","[-215.2999999999999, 154.00000000000017, -56.300000000000026, -349.09999999999997, -1528.2000000000014, 319.4999999999999, -168.79999999999995, -73.6, -344.3000000000001, 70.80000000000005, -462.0999999999997, -60.10000000000002, 277.7999999999999, -414.0999999999999, -248.69999999999985, -143.0, -228.20000000000013, -378.39999999999975, -503.2, 85.79999999999994, -264.0000000000001, -160.10000000000022, 157.59999999999997, -275.8, -204.29999999999987, -188.6999999999999, -386.40000000000015, -181.4999999999999, -154.9, -0.2999999999999936, -240.49999999999986, -531.0, 45.20000000000002, -114.10000000000002, -314.79999999999984]",0.3206617227764734,5.401553081030486,0.08307215104917469,0.5160388082077602,0.0,30558.343,20504.636,526.369,4.968,10793,10793,10793,10793,53.599999999999994,71.51590909090909,-17608.633333333328,-1528.2000000000014,-6035.099999999998,319.4999999999999,-10266.54952380952,-202.26000000000005,"[-9665.733333333337, -6864.933333333337, -11609.466666666667, -13907.566666666658, -11760.433333333325, -7491.699999999997, -10339.766666666683, -12089.199999999999, -10975.466666666689, -6030.166666666665, -9445.966666666662, -9028.599999999993, -8168.666666666666, -12524.499999999989, -10763.166666666679, -17751.633333333317, -10811.999999999985, -12572.36666666668, -7272.033333333326, -8475.93333333333, -12910.366666666672, -11059.966666666638, -9180.833333333332, -12499.099999999993, -12581.599999999986, -13062.033333333335, -8480.53333333334, -12383.499999999996, -9315.833333333327, -8002.866666666666, -11517.60000000002, -12919.966666666638, -8568.000000000002, -6149.199999999996, -10227.633333333342]","[320, 308, 316, 291, 330, 290, 301, 320, 338, 277, 328, 265, 296, 309, 278, 357, 341, 347, 286, 252, 322, 293, 301, 323, 350, 337, 285, 311, 325, 272, 316, 311, 320, 264, 313]","[-9450.43333333333, -7018.933333333335, -11553.16666666667, -13558.466666666682, -10232.233333333319, -7811.199999999996, -10170.966666666678, -12015.600000000002, -10631.166666666677, -6100.966666666663, -8983.866666666674, -8968.499999999996, -8446.466666666664, -12110.399999999987, -10514.466666666669, -17608.633333333328, -10583.79999999998, -12193.966666666665, -6768.833333333331, -8561.73333333333, -12646.366666666672, -10899.866666666658, -9338.433333333332, -12223.3, -12377.299999999983, -12873.333333333325, -8094.133333333333, -12201.999999999993, -9160.933333333323, -8002.566666666667, -11277.10000000001, -12388.96666666664, -8613.200000000003, -6035.099999999998, -9912.833333333338]","[-215.2999999999999, 154.00000000000017, -56.300000000000026, -349.09999999999997, -1528.2000000000014, 319.4999999999999, -168.79999999999995, -73.6, -344.3000000000001, 70.80000000000005, -462.0999999999997, -60.10000000000002, 277.7999999999999, -414.0999999999999, -248.69999999999985, -143.0, -228.20000000000013, -378.39999999999975, -503.2, 85.79999999999994, -264.0000000000001, -160.10000000000022, 157.59999999999997, -275.8, -204.29999999999987, -188.6999999999999, -386.40000000000015, -181.4999999999999, -154.9, -0.2999999999999936, -240.49999999999986, -531.0, 45.20000000000002, -114.10000000000002, -314.79999999999984]",0.3206617227764734,5.401553081030486,0.08307215104917469,0.5160388082077602,0.0,0.20000000298023224,4.999999873689376e-05,9.986276,-0.015780116,10.0,-7.18618e-07,0.010274949,1.935513,0.0,0.20000000298023224,4.999999873689376e-05,9.828871,-0.013129234,9.839056,-0.0010334983,0.014719896,1.931412,0.0
